city,side,pc1,address,zip,price,description_snippet
sf,top_positive,1.901632658307898,1207 Indiana St #9,94107,1100000.0,"This expansive tri-level loft offers an exceptional floor plan with great volume, natural light, and thoughtful updates throughout. The lower level features a spacious primary suite with abundant storage, a fully renovated bathroom , a large custom-built closet with organizers, and direct access to "
sf,top_negative,-2.2143055237966918,224 6th St,94103,1995000.0,"220 6th Street is a well-located 6-unit mixed-use property situated in the urban core of San Francisco, CA. The building consists of three spacious 3-bedroom apartments, two studio units , and one commercial space , totaling approximately 8,127 square feet. This diverse unit mix provides stable inco"
sf,top_negative,-2.1564658431088533,512 Grant Ave,94108,5395000.0,"512-520 Grant Avenue presents a rare mixed-use investment opportunity in the heart of San Francisco's Financial District, positioned along one of the city's most iconic and high-foot-traffic corridors. Located just steps from Chinatown, North Beach, and the Downtown core, the property benefits from "
sf,top_negative,-2.038481052245099,1930 Mission St #105,94103,750000.0,"Welcome to 1930 Mission Street, Unit 105 a bright and updated 2-bedroom, 1-bathroom condo nestled in the beating heart of San Francisco's iconic Mission District. This updated 2-bedroom condo features an eat-in kitchen with granite countertops , brand-new stainless steel appliances , and an open flo"
sf,top_negative,-2.007747133402826,1575 Fairfax Ave,94124,499000.0,"Seize the opportunity to secure a prime commercial lot at 1575 Fairfax Ave, nestled in the Bayview of San Francisco. This 2,500 square feet lot presents an exceptional canvas for your business endeavors, offering a strategic location , generous dimensions , and proximity to urban amenities . Great d"
sf,top_negative,-1.9627980241111826,500-512 Church St,94114,7295000.0,"Positioned at the intersection of Church Street and the surrounding Dolores Heights neighborhood, 500-512 Church Street presents a rare opportunity to acquire a prominent corner mixed-use asset in one of San Francisco's most dynamic and lifestyle-driven locations. The property sits just moments from"
sf,top_negative,-1.9495296184951485,2950 21st St,94110,1898000.0,"2950 21st Street, a 5,350-square-foot, 4-unit mixed-use property located in the highly sought-after Inner Mission neighborhood of San Francisco. Built in 1900, this historic building offers a mix of three residential apartments and one commercial space , featuring exceptionally large floor plans tha"
sf,top_negative,-1.9169472650622115,1608 Folsom St,94103,2075000.0,"Welcome to 1608 Folsom Street a well-maintained and fully occupied 4-unit building in a vibrant and highly accessible part of San Francisco. This property features three spacious 2-bedroom, 1-bathroom units, each offering a full kitchen , sit-in dining area, in-unit washer and dryer , and thoughtful"
sf,top_negative,-1.776279121323,751-753A Capp St,94110,3750000.0,"Transparently Priced Mission District Triplex | Exceptional Owner-Occupant, House-Hacking, or Investment Opportunity This is not your average income property. Transparently priced and rich with possibility, this renovated 3-unit Victorian offers a rare opportunity for an owner-occupant, savvy house-"
sf,top_negative,-1.7351049831906356,755 Bush St,94108,9195000.0,"755 Bush Street presents a well-located multifamily investment opportunity in the heart of Downtown San Francisco, offering investors the chance to acquire a sizeable asset in one of the city's most transit-rich and amenity-dense neighborhoods. Constructed in 1916, the approximately 16,588 square fo"
sf,top_negative,-1.7263725457317973,1875 California St,94109,4900000.0,"1875 California Street presents the opportunity to acquire a well-located seven (7) unit multifamily property in San Francisco's highly desirable Pacific Heights neighborhood. Constructed in 1913, the building contains approximately 7,772 square feet on a 3,249 square foot lot and offers an attracti"
boston,top_positive,2.309357702075567,11 Eugenia Rd,2131,795000.0,"Beautifully renovated, this stylish bungalow has an efficient layout, loads of updates, and all the amenities of a larger home! Friendly front porch leads to mudroom w/ closet, cubbies & hooks for all your gear. Open plan living area features a living room w/ gas fireplace , dining area w/ study noo"
boston,top_positive,2.286500248013371,52 Larchmont St,2124,749000.0,"Bring this sophisticated beauty back to her glory!!! This distinguished two-family home with its impressive architecture features beautiful natural wood work , ornate gas fireplaces , beamed ceilings , wainscoting with plate rails , beautiful leaded glass , large built-in hutches , and hardwood floo"
boston,top_positive,2.111976455021769,26 Slocum Rd,2130,1749000.0,"Welcome to 26 Slocum Road, Moss Hill, a Brilliant Blend of space, style, and function. This striking Mid-Century ranch has been extensively renovated and seamlessly blends modern conveniences, architecture, and well-appointed design. Inside, you’ll find a warm, inviting foyer, a chef’s kitchen, a gr"
boston,top_positive,2.0745299371836223,858 E 2nd St #2,2127,1149000.0,"Step into this spacious 1,600+ sq ft lower duplex featuring a thoughtfully designed open-concept layout perfect for modern living. Upon entry, you’re welcomed into a bright and airy kitchen , living, and dining area, ideal for both everyday comfort and entertaining. The main level offers two well-ap"
boston,top_positive,2.060586762454046,167 Bourne St,2131,449000.0,"A brick-faced 1935 Ranch with vaulted ceilings , a fireplace , and stained glass details — sitting on a level 4,650 sq ft lot on a quiet residential street at the JP/Roslindale line. The bones have character; the condition calls for vision. This is a gut renovation or new construction opportunity pr"
boston,top_positive,1.8969736106116093,19 Charles River Sq,2114,6750000.0,"Truly exquisite, the transformation of this historic townhouse is nothing short of breathtaking. This home brings the flow & luxury of modern living into a timeless setting rare to this neighborhood. Every inch, thoughtfully restored, features the highest end of finishes and craftsmanship, meticulou"
boston,top_positive,1.8821110167346755,142 Metropolitan Unit U:1,2131,949000.0,"Open House Saturday 4/18, 2pm-3pm. Unit #1, a 1,722 sq ft newly renovated luxury residence offering 4 bedrooms and 2.5 baths, thoughtfully designed for elevated city living. This sun-drenched home features an open-concept layout with engineered hardwood floors , quartz countertops , stainless steel "
boston,top_positive,1.8745300187564002,142 Metropolitan Unit U:2,2131,1099000.0,"Open House 4/18 - 2pm-3pm. Unit 2 | 1,788 Sqft. Newly renovated top-floor luxury residence offering 4 bedrooms and 2.5 baths, thoughtfully designed for elevated city living. This sun-drenched home features an open-concept layout with engineered hardwood floors, quartz countertops, stainless steel ap"
boston,top_positive,1.8391753082854954,32 Pearl St #5,2110,975000.0,"Experience refined penthouse living in the heart of Savin Hill, featuring two private outdoor spaces- a balcony and a stunning roof deck with sweeping city views. This sophisticated bi-level 2-bedroom, 2 full & 2 half bath residence offers a sun-drenched, open-concept design tailored for modern livi"
boston,top_positive,1.827142289955497,214 Allandale Rd Unit D,2447,2559000.0,"Beautifully designed townhouse set within a special 40-acre community, offering a bucolic setting with maintained grounds , walking paths , and picturesque pond . Amenities include tennis court , renovated clubhouse with kitchen, pool with deck, gym, and yoga studio. The interior is defined by high "
boston,top_negative,-2.5360400783358648,39 Hemenway St #27,2115,645000.0,"Charming Fenway Condo in Prime LocationWelcome to this beautifully maintained 754 sq ft condo in the heart of Boston’s vibrant Fenway neighborhood. Just steps from Newbury Street, Copley Square, and Downtown, this home offers unmatched access to the city’s best dining, shopping, and cultural destina"
boston,top_negative,-2.125280578494435,131 Park Dr #2,2215,499000.0,Discover this beautifully updated studio in the vibrant Fenway neighborhood—ideal for both investors and owner-occupants seeking a modern city retreat. The smart layout includes a separate alcove for sleeping and a bright living area with oversized bay windows and new red oak floors . The kitchen an
boston,top_negative,-1.9784282440408114,466 Commonwealth Ave #503,2215,799900.0,"Gorgeous front facing unit with 2 AMPLE SIZED BEDROOMS AND RENOVATED KITCHEN AND BATHROOM in the Historic and Centrally Located Braemore! Enjoy phenomenal views of the Back Bay skyline and Charles River; and the PERKS of living in a Professionally Managed Building featuring easy elevator access , a "
boston,top_negative,-1.9465126583225445,271 Dartmouth St Unit 3E,2116,655000.0,"Well-maintained condo offering comfortable living in one of Boston’s most convenient locations—just moments from Back Bay’s Copley Square. Featuring hardwood floors and recessed lighting , the layout is both functional and inviting. Elevator building with laundry on every floor for added convenience"
boston,top_negative,-1.9212208156629709,92 Beacon St #51,2108,1399000.0,"Prominently situated overlooking the Boston Public Garden, this 2-bedroom, 2-full bathroom residence offers a rare opportunity for refined living in one of Boston’s most storied neighborhoods. This front-facing home welcomes with a gracious entry foyer leading to an expansive living and dining area,"
boston,top_negative,-1.9154288556316699,234 Marlborough St #1,2116,995000.0,"Introducing 234 Marlborough St, Unit 1, a charming 1-bedroom, 1-bath residence on one of Back Bay’s most picturesque, tree-lined streets. This well-appointed home blends classic brownstone character with modern comfort, featuring high ceilings, elegant details, and abundant natural light throughout."
boston,top_negative,-1.828010599507281,1 Charles St S Unit 5G,2116,2298000.0,"PRIVATE OUTDOOR SPACE AND GARAGE PARKING in the heart of the Back Bay in this sophisticated urban retreat near the Boston Public Garden/Boston Common. Unit 5G in the North Building, features a spacious layout with 1,753 square feet of private living space & a rare outdoor private balcony accessible "
boston,top_negative,-1.774133511347481,39 A St #22,2127,1499000.0,"Perched atop a boutique 23-unit elevator building, this stunning two bedroom, two bathroom penthouse at 39 A St #22 offers refined city living in a prime South Boston location, just on the edge of both the South End and Seaport. The modern kitchen featuring Thermador appliances , quartz countertops "
boston,top_negative,-1.7681625112631534,844 East 4th St #3,2127,1225000.0,"Ideally situated on the East Side, this impeccably maintained 1,321 sq.ft. residence offers a rare combination of space, functionality, and convenience in one of South Boston's most sought-after locations. Just moments from beaches, parks, restaurants, and the Seaport, it delivers the best of city l"
boston,top_negative,-1.7600738991414964,188 Brookline Ave Unit 26G,2215,1099000.0,"Easy to show! Upper floor level 1-bed @ PIERCE BOSTON, Fenway’s ultra-luxury FULL SERVICE high-rise inclusive of 24/7 CONCIERGE, Porter, 20,000+SF across 3 floors of amenities spaces: 2,500SF fitness + yoga room, 30th floor ROOFTOP POOL /SPA, exclusive access to rooftop grill & deck, cocktail lounge"
